product_id,year,month,type,order,start_stock,end_stock,label_sum,label_mean,label_std,label_cv,sale_count,label_month,qty_month_count,date_block_num,lag_1,lag_2,lag_3,s_True_roll_2_min,s_True_roll_2_max,s_True_roll_2_median,s_True_roll_2_std,s_True_roll_2_mean,product_label_mean,type_label_mean,product_label_std,type_label_std
1001,2018,2,0,1129.0,47.0,70.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,3102.0,35,2,,,,,,,,,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,3,0,3568.0,70.0,91.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,19140.0,35,3,47.0,,,,,,,,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,4,0,4560.0,91.0,110.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,25116.0,35,4,70.0,47.0,,47.0,70.0,58.5,16.263455967290593,58.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,5,0,7521.0,110.0,47.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,32472.0,35,5,91.0,70.0,47.0,70.0,91.0,80.5,14.849242404917497,80.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,6,0,7687.0,47.0,41.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,33990.0,35,6,110.0,91.0,70.0,91.0,110.0,100.5,13.435028842544403,100.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,7,0,8675.0,41.0,186.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,29724.0,35,7,47.0,110.0,91.0,47.0,110.0,78.5,44.54772721475249,78.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,8,0,8245.0,186.0,109.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,30228.0,35,8,41.0,47.0,110.0,41.0,47.0,44.0,4.242640687119285,44.0,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,9,0,7989.0,109.0,88.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,28356.0,35,9,186.0,41.0,47.0,41.0,186.0,113.5,102.5304832720494,113.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,10,0,7583.0,88.0,129.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,27054.0,35,10,109.0,186.0,41.0,109.0,186.0,147.5,54.44722215136416,147.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,11,0,8522.0,89.0,128.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,29040.0,35,11,88.0,109.0,186.0,88.0,109.0,98.5,14.849242404917497,98.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2018,12,0,9310.0,128.0,110.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,30678.0,35,12,89.0,88.0,109.0,88.0,89.0,88.5,0.7071067811865476,88.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
1001,2019,1,0,7049.0,110.0,270.0,132586.0,124.49389671361504,98.06157058832328,0.7876817512902138,0,20814.0,35,13,128.0,89.0,88.0,89.0,128.0,108.5,27.577164466275352,108.5,20934.63157894737,5266.021367521367,9953.186349568972,7311.145051294019
