product_id,date,year,month,type,order,start_stock,end_stock,label_sum,label_mean,label_std,label_cv,sale_count,label_month,qty_month_count,date_block_num
1001,2018-02-01,2018,2,A1,1129.0,47.0,70.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,517.0,35,2
1001,2018-03-01,2018,3,A1,3568.0,70.0,91.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,3190.0,35,3
1001,2018-04-01,2018,4,A1,4560.0,91.0,110.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,4186.0,35,4
1001,2018-05-01,2018,5,A1,7521.0,110.0,47.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,5412.0,35,5
1001,2018-06-01,2018,6,A1,7687.0,47.0,41.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,5665.0,35,6
1001,2018-07-01,2018,7,A1,8675.0,41.0,186.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,4954.0,35,7
1001,2018-08-01,2018,8,A1,8245.0,186.0,109.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,5038.0,35,8
1001,2018-09-01,2018,9,A1,7989.0,109.0,88.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,4726.0,35,9
1001,2018-10-01,2018,10,A1,7583.0,88.0,129.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,4509.0,35,10
1001,2018-11-01,2018,11,A1,8522.0,89.0,128.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,4840.0,35,11
1001,2018-12-01,2018,12,A1,9310.0,128.0,110.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,5113.0,35,12
1001,2019-01-01,2019,1,A1,7049.0,110.0,270.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,0.0,3469.0,35,13
1001,2019-02-01,2019,2,A1,1101.0,270.0,234.0,132586.0,124.49389671361503,98.06157058832328,0.7876817512902138,7.0,986.0,35,14
