month,product_id,label
Jan-21,1001,3512.790007
Jan-21,1002,776.0703169
Jan-21,1003,4302.04304
Jan-21,1004,6242.336854
Jan-21,1005,1818.995816
Jan-21,1006,11441.44845
Jan-21,1007,3175.179579
Jan-21,1008,799.0247413
Jan-21,1009,3855.043206
Jan-21,1010,9371.081846
Jan-21,1011,1801.29916
Jan-21,1012,6335.820716
Jan-21,1013,4961.146131
Jan-21,1014,942.8161058
Jan-21,1015,3737.863206
Jan-21,1016,4829.039091
Jan-21,1017,833.2680416
Jan-21,1018,5004.105005
Jan-21,1019,5766.132812
Jan-21,1020,976.9926556
Jan-21,1021,4981.402905
Jan-21,1022,2952.668472
Jan-21,1023,634.4343831
Jan-21,1024,2780.674083
Jan-21,1025,5783.686268
Jan-21,1026,1223.75679
Jan-21,1027,4943.911438
Jan-21,1028,1244.539923
Jan-21,1029,329.6186611
Jan-21,1030,1670.252734
Jan-21,1031,1962.460699
Jan-21,1032,403.3036137
Jan-21,1033,2632.483582
Jan-21,1034,4802.071763
Jan-21,1035,821.3653574
Jan-21,1036,3977.682969
Jan-21,1037,13747.40692
Jan-21,1038,2349.679291
Jan-21,1039,10286.47709
Jan-21,1040,1584.500036
Jan-21,1041,359.8375641
Jan-21,1042,1823.17897
Jan-21,1043,3628.509961
Jan-21,1044,985.3515406
Jan-21,1045,4115.750984
Jan-21,1046,5533.786257
Jan-21,1047,1082.312858
Jan-21,1048,5917.477839
Jan-21,1049,3733.319474
Jan-21,1050,966.9250287
Jan-21,1051,3357.514929
Jan-21,1052,4696.834138
Jan-21,1053,1132.361427
Jan-21,1054,4849.982564
Jan-21,1055,1891.924044
Jan-21,1056,536.5704508
Jan-21,1057,1792.795186
Jan-21,1058,6541.544755
Jan-21,1059,1276.12273
Jan-21,1060,4713.071998
Jan-21,1061,2731.560775
Jan-21,1062,590.2606183
Jan-21,1063,2714.681652
Jan-21,1064,858.371935
Jan-21,1065,280.0936672
Jan-21,1066,821.7756619
Jan-21,1067,1791.068752
Jan-21,1068,533.010327
Jan-21,1069,1519.716066
Jan-21,1070,6820.743791
Jan-21,1071,1613.356503
Jan-21,1072,6333.170944
Jan-21,1073,1943.106634
Jan-21,1074,425.1067117
Jan-21,1075,1680.55102
Jan-21,1076,673.2311502
Jan-21,1077,98.34791377
Jan-21,1078,383.0473007
Jan-21,1079,1019.041456
Jan-21,1080,247.7127199
Jan-21,1081,1138.198263
Jan-21,1082,1042.408358
Jan-21,1083,181.4860062
Jan-21,1084,636.2020679
Jan-21,1085,3737.393023
Jan-21,1086,691.8887231
Jan-21,1087,2550.789621
Jan-21,1088,3579.912283
Jan-21,1089,624.4119244
Jan-21,1090,2620.806174
